"participant_id";"entry_no";"top_tracks_isrc";"top_tracks_title";"top_tracks_spotify_id";"top_tracks_artist";"top_tracks_cover";"top_tracks_label";"top_tracks_album_name";"top_tracks_release_date";"top_tracks_album_type";"top_tracks_duration_ms";"top_tracks_popularity";"top_tracks_acousticness";"top_tracks_danceability";"top_tracks_energy";"top_tracks_key";"top_tracks_loudness";"top_tracks_speechiness";"top_tracks_instrumentalness";"top_tracks_liveness";"top_tracks_valence";"top_tracks_tempo";"last_tracks_played_at";"last_tracks_context_type";"last_tracks_context_uri";"top_artists_type";"top_artists_popularity";"top_artists_followers";"top_artists_genres";"top_artists_cover";"top_artists_name";"top_artists_spotify_id"
"135";"38";"USSM10700068";"Gravity";"4oa14QBfWRDfJy2agySy0L";"Sara Bareilles";"https://i.scdn.co/image/ab67616d0000b2731c3e0a58f3ee28af2922e351";"Epic";"Little Voice";"2007-07-03";"ALBUM";"232760";"68";"0.834";"0.27";"0.275";"0";"-10.357";"0.0356";"0";"0.146";"0.231";"168.964";"";"";"";"artist";"74";"0";"alternative metal, permanent wave, post-grunge, punk, rock, skate punk, socal pop punk";"https://i.scdn.co/image/ab6761610000e5ebd7c5bbf32459922a72ec0d31";"The Offspring";"5LfGQac0EIXyAN8aUwmNAQ"
"135";"39";"QZNWS2106944";"Pink Soldiers (Squid Game Remix)";"2Vf42thVzcAmjjuOsOV3jb";"Samuel Kim";"https://i.scdn.co/image/ab67616d0000b273606e7ef3ea87b8e1e07c2e63";"Samuel Kim Music";"Pink Soldiers (Squid Game Remix)";"2021-10-01";"SINGLE";"154125";"0";"0.347";"0.675";"0.677";"5";"-9.761";"0.0316";"0.529";"0.1";"0.0669";"119.963";"";"";"";"artist";"76";"0";"europop, swedish pop";"https://i.scdn.co/image/ab6761610000e5eb6c6380e782ed89db8754cf2a";"ABBA";"0LcJLqbBmaGUft1e9Mm8HV"
"135";"40";"GBCEE7600012";"Good Old Fashioned Lover Boy";"1N8UEhbh2LXPvIymWwjmi6";"Queen";"https://i.scdn.co/image/ab67616d0000b2735fe5e5794ba6a9c3b52fd3bb";"UME - Global Clearing House";"70s Rock Hits";"2021-04-29";"COMPILATION";"174400";"42";"0.622";"0.542";"0.379";"3";"-10.573";"0.031";"0";"0.0667";"0.421";"96.055";"";"";"";"artist";"60";"0";"german alternative rock, german pop, german punk, german rock";"https://i.scdn.co/image/ab6761610000e5eb5a3acc2ae632c59c595b0311";"Die Ärzte";"0cbL6CYnRqpAxf1evwUVQD"
"135";"41";"FR13Z0900040";"Where Is My Mind";"4jNQkWhuzqrbqQuqanFFJ6";"Maxence Cyrin";"https://i.scdn.co/image/ab67616d0000b273142b21bd73f912e8dfd72ade";"Kwaidan";"Novö Piano";"2010-04-12";"ALBUM";"165160";"65";"0.906";"0.333";"0.114";"9";"-21.255";"0.0453";"0.96";"0.119";"0.0566";"141.839";"";"";"";"artist";"63";"0";"anime lo-fi";"https://i.scdn.co/image/ab6761610000e5eb52e7a6130b6fe6dbacefa840";"Kato";"3yTNaLgtCufxUYDsWa5MpA"
"135";"42";"GBAYE2000596";"Daisy";"0AUvWawuP0ibk4SQ3sIZjk";"Ashnikko";"https://i.scdn.co/image/ab67616d0000b273459032f0de5f7f188301d99b";"Parlophone UK";"Daisy";"2020-07-09";"SINGLE";"146523";"68";"0.235";"0.834";"0.663";"8";"-6.143";"0.133";"0";"0.372";"0.774";"121.876";"";"";"";"artist";"82";"0";"pop";"https://i.scdn.co/image/ab6761610000e5ebb5af3b38f053486ab0784dee";"Miley Cyrus";"5YGY8feqx7naU7z4HrwZM6"
"135";"43";"DED160000010";"Rasputin";"5lWSa1rmuSL6OBPOnkAqoa";"Boney M.";"https://i.scdn.co/image/ab67616d0000b273d792d961638fd28f8d281947";"Ariola Express";"Daddy Cool";"1994-03-14";"COMPILATION";"220666";"71";"0.463";"0.69";"0.752";"6";"-11.47";"0.0455";"0.00102";"0.595";"0.97";"126.005";"";"";"";"artist";"75";"0";"compositional ambient, neo-classical";"https://i.scdn.co/image/ab6761610000e5eb41b332cbe960237714e82408";"Ludovico Einaudi";"2uFUBdaVGtyMqckSeCl0Qj"
"135";"44";"USSM17200399";"Mr. Blue Sky";"2RlgNHKcydI9sayD2Df2xp";"Electric Light Orchestra";"https://i.scdn.co/image/ab67616d0000b2738c4e95986c803791125e8991";"Epic/Legacy";"Out of the Blue";"1977";"ALBUM";"303373";"81";"0.652";"0.388";"0.338";"10";"-10.054";"0.0329";"0.00000373";"0.248";"0.478";"177.765";"";"";"";"artist";"88";"0";"art pop, pop";"https://i.scdn.co/image/ab6761610000e5ebb99cacf8acd5378206767261";"Lana Del Rey";"00FQb4jTyendYWaN8pK0wa"
"135";"45";"USUM71707643";"my boy";"1RGasjWLZ4qMN7wbtkLa3u";"Billie Eilish";"https://i.scdn.co/image/ab67616d0000b273a9f6c04ba168640b48aa5795";"Darkroom";"dont smile at me";"2017-12-22";"SINGLE";"170852";"75";"0.472";"0.692";"0.394";"11";"-8.745";"0.207";"0.000191";"0.117";"0.324";"89.936";"";"";"";"artist";"31";"0";"german indie folk, german singer-songwriter, leipzig indie";"https://i.scdn.co/image/ab6761610000e5ebddb652304877c85e5dce1a80";"Sarah Lesch";"6LJBHROvHrYaH7BA0w0KDy"
"135";"46";"DEW271330068";"Leave - Remastered";"36LwGfMzPeApogslIz2LNs";"Blackmail";"https://i.scdn.co/image/ab67616d0000b273887380c56a5da4cb6999e6fd";"Unter Schafen Records";"Friend or Foe? (Remastered)";"2003-05-26";"ALBUM";"206960";"7";"0.0000203";"0.11";"0.85";"5";"-6.308";"0.0519";"0.811";"0.132";"0.333";"81.364";"";"";"";"artist";"69";"0";"pov: indie, vancouver indie";"https://i.scdn.co/image/ab6761610000e5eb67a7ffea417784f1b1221496";"Mother Mother";"0e86yPdC41PGRkLp2Q1Bph"
"135";"47";"USAT20901935";"Our House";"2hitsKa8SthKhRJBXUHbIv";"Crosby, Stills, Nash & Young";"https://i.scdn.co/image/ab67616d0000b27306e00756085191abc01e4cf0";"Rhino Atlantic";"Deja Vu";"1970-03-11";"ALBUM";"179760";"70";"0.896";"0.592";"0.205";"9";"-14.601";"0.048";"0.0000546";"0.119";"0.378";"140.282";"";"";"";"artist";"30";"0";"";"https://i.scdn.co/image/ab6761610000e5eb119e9c8b784ca2ccfe13d521";"Cinematic Pop";"0fldjyAR3wsZmoToy8dDCQ"
"141";"48";"GBKQU2044042";"Electrode";"3TwjrHgan9YzQiDdtjogF2";"Nate S.U,Elijah Something";"https://i.scdn.co/image/ab67616d0000b273927aa24e418a5046dabb2e99";"Conspiracy";"Electrode";"2020-05-28";"SINGLE";"426822";"13";"0.000625";"0.794";"0.93";"1";"-7.14";"0.047";"0.878";"0.0657";"0.678";"132.006";"";"";"";"artist";"82";"0";"alternative metal, nu metal, post-grunge, rap metal, rock";"https://i.scdn.co/image/ab6761610000e5eb811da3b2e7c9e5a9c1a6c4f7";"Linkin Park";"6XyY86QOPPrYVGvF9ch6wz"
"141";"49";"SE6SA2184922";"Mint Minute";"2rCNpjpxi9dG9YWOcEzlDZ";"Nate S.U,Elijah Something";"https://i.scdn.co/image/ab67616d0000b2731ac16f5c64593176187e3783";"Conspiracy";"Late Night Rail";"2021-08-04";"SINGLE";"460619";"8";"0.0000654";"0.802";"0.919";"2";"-9.737";"0.0437";"0.92";"0.089";"0.847";"130.006";"";"";"";"artist";"49";"0";"writing";"https://i.scdn.co/image/ab6761610000e5ebea45a338ee9d0b98ad32c4ae";"Sebastian Fitzek";"17rKYsNYZ7aK9MlpmCJTAk"
"141";"50";"ITR830400002";"Smoke Machine - Irina Reprise";"2hkjjyMsE2aTGQbtcWvx7D";"MBG,Feel X";"https://i.scdn.co/image/ab67616d0000b273ac592feccfce436788aafbae";"9Records.com";"Smoke Machine";"2019-06-15";"SINGLE";"236653";"0";"0.00439";"0.872";"0.725";"9";"-7.896";"0.127";"0.0134";"0.25";"0.718";"126.931";"";"";"";"artist";"65";"0";"cologne indie, german singer-songwriter";"https://i.scdn.co/image/ab6761610000e5ebbcf79c131f4ddb3635dd60bb";"AnnenMayKantereit";"23xqmJEN3oVxwzqtNIyR5m"
"141";"1";"USA2P1451579";"Ahavat Shalom";"4dW9ZRryLZrHSNQfUUHhyF";"Gabriel Rocha,DJ PP";"https://i.scdn.co/image/ab67616d0000b273910d0720c3171a9d02c20c4e";"South American Grooves";"South American Grooves 10 Years, Vol. 4";"2014-09-19";"COMPILATION";"464822";"1";"0.0205";"0.805";"0.925";"5";"-7.078";"0.0739";"0.209";"0.0561";"0.0655";"126.002";"";"";"";"artist";"77";"0";"g funk, gangster rap, hip hop, rap, west coast rap";"https://i.scdn.co/image/83d2489cade1dadcdc533ddbcd74993d0ca6d4cb";"Dr. Dre";"6DPYiyq5kWVQS4RGwxzPC7"
"141";"2";"QM24S2301695";"No Rapper";"1wSrw7XoqrnShRe9mUX2Jp";"Juicy J,Aleza,Slimeroni,K Carbon";"https://i.scdn.co/image/ab67616d0000b273c87b6990f2461b3b8049fb0c";"Trippy Music LLC";"Mental Trillness";"2023-03-31";"ALBUM";"142416";"44";"0.00187";"0.843";"0.497";"8";"-6.149";"0.296";"0";"0.112";"0.437";"77.994";"";"";"";"artist";"14";"0";"";"https://i.scdn.co/image/ab6761610000e5eb249df2cde709590d591a9c4f";"suki";"1vIOPkrhJl84CvBcT6LPyq"
"141";"3";"GBK6Y1912903";"Apathetic Behaviour - Original Mix";"5GNqO5DuBwfQKw6DgI9i1M";"Ben Sterling";"https://i.scdn.co/image/ab67616d0000b27396ed3dfbfae1d9fd8113fea6";"Hot Creations";"The Energy EP";"2019-02-15";"SINGLE";"423307";"6";"0.000115";"0.806";"0.624";"5";"-10.555";"0.0788";"0.919";"0.0954";"0.464";"127.018";"";"";"";"artist";"3";"0";"";"https://i.scdn.co/image/ab6761610000e5eb7f15248b8a54233c431ae40f";"Ben Balance";"6zcogrdVw3197Dm49Cy0Et"
"141";"4";"QZK6F2089309";"Microorganism";"5C5ACjR1VOPjamhkycayuv";"suki";"https://i.scdn.co/image/ab67616d0000b273dfb14a3a95906cb778bd42ac";"anyoneknowsuki";"Microorganism";"2020-09-28";"SINGLE";"425655";"2";"0.00344";"0.81";"0.584";"2";"-8.796";"0.0691";"0.861";"0.101";"0.566";"126.992";"";"";"";"artist";"5";"0";"";"https://i.scdn.co/image/ab67616d0000b27325e4befe417356e9b74dfe5f";"II Faces";"4hZL4r9HYfZy8kg5orn3e1"
"141";"5";"UK34N1800406";"FFFFFREAKAAAY";"5MKPScNN7LWd3a40kk2EoW";"Freakenstein";"https://i.scdn.co/image/ab67616d0000b27345d32eb7e55d8e1ea44dccb0";"Hot Haus Recs";"Freak U EP";"2021-02-26";"SINGLE";"381018";"17";"0.067";"0.789";"0.903";"0";"-7.778";"0.0564";"0.902";"0.503";"0.77";"136.005";"";"";"";"artist";"76";"0";"atl hip hop, melodic rap, rap, trap";"https://i.scdn.co/image/ab6761610000e5eb14f31cb638401481a5bdfc45";"Quavo";"0VRj0yCOv2FXJNP47XQnx5"
"141";"6";"QMCE31902020";"Yao Ming";"5bWYPkdp7tPbp1dhE9AX43";"Gunna";"https://i.scdn.co/image/ab67616d0000b273bddf008ccaea655e61892c27";"300 Entertainment";"Drip or Drown 2";"2019-02-22";"ALBUM";"149613";"50";"0.179";"0.938";"0.504";"4";"-6.414";"0.364";"0";"0.102";"0.586";"139.976";"";"";"";"artist";"7";"0";"";"https://i.scdn.co/image/ab67616d0000b27343883887778c5d84a3b2a3cb";"Keith John";"55pZoK9xKnwHbthGsKXIrE"
"141";"7";"CA5KR1838131";"Wild And Free";"3aNR3IK7hqHYuJzVpAJ0Qb";"Alessandro Diruggiero,Rone White";"https://i.scdn.co/image/ab67616d0000b27367fd4f6617e14063463df5b5";"Play Groove Recordings";"Wild And Free EP";"2018-12-05";"SINGLE";"421463";"14";"0.000617";"0.851";"0.803";"0";"-8.639";"0.0601";"0.809";"0.0217";"0.869";"123.007";"";"";"";"artist";"15";"0";"tech house, uk tech house";"https://i.scdn.co/image/ab6761610000e5ebe1a1bfa29618f67d5a39d13b";"Mike Morrisey";"72doet86yLQNNgEX0kA7gM"
"141";"8";"uscgh1469809";"En La Cama";"0smQWysb4n7WOVGv5YMLnF";"Nicky Jam,Daddy Yankee";"https://i.scdn.co/image/ab67616d0000b273d64046e2aaf92404b585eb18";"Anakin Entertainment";"Haciendo Escante";"2001-12-04";"ALBUM";"157049";"0";"0.157";"0.856";"0.894";"10";"-4.994";"0.116";"0";"0.112";"0.916";"104.042";"";"";"";"artist";"3";"0";"";"https://i.scdn.co/image/ab67616d0000b2739960514bace20907a5f3700e";"Agus Pazos";"1oZ68ZnbCQfRytHQ1xcuMO"
"141";"9";"USA2P0767768";"The House Boat - JR From Dallas Mix";"6B3NG3SzNoCBN7Vk6NVenj";"Mikkael";"https://i.scdn.co/image/ab67616d0000b273bec6b6148d597bd5d299cbbb";"Next Dimension Music";"The House Boat EP";"2007-11-27";"SINGLE";"334488";"0";"0.0000409";"0.798";"0.842";"10";"-10.278";"0.0769";"0.613";"0.0501";"0.647";"126.963";"";"";"";"artist";"6";"0";"";"https://i.scdn.co/image/ab6761610000e5eb19c89df8841132f1d88bdd75";"Nate S.U";"2j1sWaZU3fwKqfpOVoksGY"
"141";"10";"GBKQU2101783";"Beating Bud";"6MhicbfS9xRWNWgmxvDNqV";"Reboot";"https://i.scdn.co/image/ab67616d0000b2731e04ced401a699145f54dea7";"Cecille Records";"Tijuana EP";"2021-03-26";"SINGLE";"446906";"10";"0.000253";"0.799";"0.932";"0";"-8.203";"0.0432";"0.952";"0.124";"0.853";"129.996";"";"";"";"artist";"74";"0";"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap";"https://i.scdn.co/image/1b4858fbd24046a81cace5ee18d19c868262b91f";"The Notorious B.I.G.";"5me0Irg2ANcsgc93uaYrpb"
"141";"11";"GBK6Y1912902";"The Energy - Original Mix";"07cMLoPEz0oWRjzOUDe3ac";"Ben Sterling";"https://i.scdn.co/image/ab67616d0000b27396ed3dfbfae1d9fd8113fea6";"Hot Creations";"The Energy EP";"2019-02-15";"SINGLE";"360000";"5";"0.000258";"0.803";"0.809";"10";"-9.467";"0.051";"0.876";"0.112";"0.223";"127.982";"";"";"";"artist";"80";"0";"r&b, soul";"https://i.scdn.co/image/ab6761610000e5eb0e08ea2c4d6789fbf5cbe0aa";"Michael Jackson";"3fMbdgg4jU18AjLCKBhRSm"
"141";"12";"DEH741703529";"Outer Nowhere";"5FWHxDnYsV1GgVrKXutdUd";"Dark Nites";"https://i.scdn.co/image/ab67616d0000b273cac3b8142e423893790cf8d8";"Aquamelon";"Outer Nowhere";"2017-05-12";"SINGLE";"347000";"5";"0.000273";"0.809";"0.752";"11";"-10.147";"0.0859";"0.871";"0.109";"0.678";"127.686";"";"";"";"artist";"74";"0";"memphis hip hop, rap, southern hip hop, tennessee hip hop, trap";"https://i.scdn.co/image/ab6761610000e5eba2659061f6b86ac03eef836a";"Key Glock";"0RESbWvOMyua0yuyVrztJ5"
"141";"13";"USUYG1468002";"In & Outta Town";"7hwLmGxG53XQNg6QKoncZX";"Key Glock";"https://i.scdn.co/image/ab67616d0000b2739c6589cb7500fa8e6f343990";"Paper Route EMPIRE";"Glockoma 2 (Deluxe)";"2023-06-23";"ALBUM";"141813";"46";"0.0135";"0.947";"0.68";"11";"-7.552";"0.333";"0";"0.112";"0.794";"138.933";"";"";"";"artist";"78";"0";"hip hop, pittsburgh rap, pop rap, rap, southern hip hop, trap";"https://i.scdn.co/image/ab6761610000e5eb4bdf6db5203f2a0e44002620";"Wiz Khalifa";"137W8MRPWKqSmrBGDBFSop"
"141";"14";"QM24S2200295";"Why Do I Stay High (feat. Elle Varner)";"2RuUIB68QporJ9ilCGkaF6";"Juicy J,Wiz Khalifa,Elle Varner";"https://i.scdn.co/image/ab67616d0000b2733e3183945fe1764677b6e9cf";"Trippy Music LLC";"Stoner's Night";"2022-02-11";"ALBUM";"159783";"36";"0.0229";"0.784";"0.573";"4";"-6.197";"0.0633";"0";"0.116";"0.805";"76.007";"";"";"";"artist";"0";"0";"";"https://i.scdn.co/image/ab6761610000e5ebc55aa6e5318cfc53fb24b0eb";"Maurizio Vitiello";"5CBgdQd5I9SPfaeKyVCVXt"
"141";"15";"GBLV61927212";"Can't Touch";"7hYUuNwNRChm0yz0Y98Y1n";"Black Fancy";"https://i.scdn.co/image/ab67616d0000b2730ad4fc499bc33485317fa855";"Chichi Music";"Groovin Walk";"2020-04-03";"SINGLE";"348769";"0";"0.0000109";"0.804";"0.757";"9";"-7.42";"0.0514";"0.492";"0.0649";"0.489";"127.984";"";"";"";"artist";"15";"0";"tech house";"https://i.scdn.co/image/ab6761610000e5ebf912aa530048f5197fb46e96";"Gustaff";"5O2rn479OEZsXi3Yef10gE"
"141";"16";"USIR10001508";"Thug N U Thug N Me - Hutch Mix";"0vdqUl0fywec67C6HdBm8g";"2Pac,K-Ci,Joel Hailey";"https://i.scdn.co/image/ab67616d0000b2739e6b304642811ad3469dc8bc";"2Pac - Until The End of Time";"Until The End Of Time";"2001-01-01";"ALBUM";"269106";"38";"0.151";"0.894";"0.819";"9";"-5.343";"0.164";"0";"0.111";"0.861";"105.241";"";"";"";"artist";"26";"0";"german tech house, tech house";"https://i.scdn.co/image/ab6761610000e5ebd1130ef50a00da35e059fb35";"Tomi&Kesh";"464Y3iRMbG7QHLhpQnMkxG"
"141";"17";"UKJEE2000016";"Do You Believe - Space Evader Mix";"4zj2i4rCc6IKWE3XovS2A5";"Alienage";"https://i.scdn.co/image/ab67616d0000b27319a8eec91a4694a8f1ca3f44";"Holding Hands Records";"Gargoyle Records Classics, Pt. 2";"2020-07-17";"SINGLE";"336289";"14";"0.00107";"0.681";"0.938";"1";"-6.386";"0.0383";"0.889";"0.0804";"0.577";"138.016";"";"";"";"artist";"0";"0";"";"https://i.scdn.co/image/ab6761610000e5eb9a62a996650069b854a7a862";"apoteoz";"46xj4zewEbb5UaC8g8EJ8X"
"141";"18";"QZAPK2000068";"Out da Way";"3CdAbUL0rPR9wgjBAKgLgC";"Ramirez,Rocci";"https://i.scdn.co/image/ab67616d0000b27307e4ee97e3526c2d88a79f63";"G59 Records";"THE PLAYA$ MANUAL";"2020-05-08";"ALBUM";"130006";"49";"0.0748";"0.692";"0.835";"4";"-7.35";"0.0675";"0.68";"0.173";"0.522";"163.977";"";"";"";"artist";"7";"0";"";"https://i.scdn.co/image/ab6761610000e5eb45a7e3a295819b3a746110f9";"Black Fancy";"5vVAkjw2qdTRpyK6ddMXR4"
"141";"19";"QZ5FA1750523";"Another Wave (feat. Shad Da God & Duke)";"59Whq4nWsrKSoLQpl6GDZa";"Gunna,Duke,Shad Da God";"https://i.scdn.co/image/ab67616d0000b273d7ee986deb6c2903b225ada4";"300 Entertainment";"Drip Season 2";"2017-05-11";"ALBUM";"173640";"32";"0.0525";"0.915";"0.533";"1";"-7.402";"0.278";"0";"0.0937";"0.599";"146.057";"";"";"";"artist";"42";"0";"house, tech house, uk tech house";"https://i.scdn.co/image/ab6761610000e5eb69e44e10beecc82d3cc3ef28";"Josh Butler";"0EAlTKO2HfATH766bVH1rX"
"141";"20";"QM24S2200301";"Throw It";"50RhEzpFd5rmgl97y4Wnd7";"Juicy J,Wiz Khalifa";"https://i.scdn.co/image/ab67616d0000b2733e3183945fe1764677b6e9cf";"Trippy Music LLC";"Stoner's Night";"2022-02-11";"ALBUM";"190210";"35";"0.0325";"0.796";"0.632";"9";"-6.624";"0.0741";"0";"0.103";"0.307";"162.078";"";"";"";"artist";"18";"0";"bosnian electronic, deep minimal techno";"https://i.scdn.co/image/ab6761610000e5eb5dfeece7c4e3d20ee652c829";"Mladen Tomic";"2xPL0AoIt8vBFrog4MIp0L"
"141";"21";"uscgh1469815";"Cuando Apague La Luz";"2rOFmbfyM0ZF9uwsi5qjaA";"Nicky Jam,Kino Rankins";"https://i.scdn.co/image/ab67616d0000b273d64046e2aaf92404b585eb18";"Anakin Entertainment";"Haciendo Escante";"2001-12-04";"ALBUM";"174629";"0";"0.000628";"0.853";"0.977";"5";"-5.35";"0.0642";"0";"0.118";"0.922";"110.035";"";"";"";"artist";"79";"0";"g funk, gangster rap, hip hop, pop rap, rap, west coast rap";"https://i.scdn.co/image/ab6761610000e5eb9a398209a4ef3360dce2dec4";"Snoop Dogg";"7hJcb9fa4alzcOq3EaNPoG"
"141";"22";"NLBY91000107";"Mundo";"1sua6zdz1TpOqDOsOlYzA5";"Alex Piccini,Olderic";"https://i.scdn.co/image/ab67616d0000b2736b1c0438ece11eb5d708c424";"Bitten";"Revenge EP";"2010-10-13";"SINGLE";"427145";"1";"0.00012";"0.808";"0.466";"9";"-8.653";"0.201";"0.888";"0.0799";"0.353";"127.006";"";"";"";"artist";"1";"0";"";"https://i.scdn.co/image/ab67616d0000b273b3c07ac4949e523914abb5a5";"Mirco Violi";"1LEXKzrd6bCq1qDvsA8yuF"
"141";"23";"US83Z0500098";"Pop & Lock, Fool!";"3vuyG2i0dgsZzaAVYedl5q";"Brian Ffar";"https://i.scdn.co/image/ab67616d0000b2734bffa36c70303bfe36423512";"Proton Music";"Pop & Lock, Fool!";"2006-06-27";"SINGLE";"390000";"0";"0.00378";"0.802";"0.732";"1";"-8.018";"0.0813";"0.801";"0.0605";"0.372";"127.997";"";"";"";"artist";"53";"0";"deep disco house, deep house, house, minimal techno, uk tech house";"https://i.scdn.co/image/ab6761610000e5eb5c0685effe8297fb4943a82f";"Jamie Jones";"4admDxmnri5Zco0xYrJ0ji"
"141";"24";"UK34N1800366";"622";"7thpFTE59aoOVUaKomMxCj";"Bakked";"https://i.scdn.co/image/ab67616d0000b27314d782f5065cc2a4084fcfb3";"Unknown To The Unknown";"Riot EP";"2020-12-04";"SINGLE";"334845";"2";"0.000905";"0.781";"0.965";"8";"-8.173";"0.0624";"0.38";"0.125";"0.914";"133.971";"";"";"";"artist";"69";"0";"detroit hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap";"https://i.scdn.co/image/ab6761610000e5eba657aa5506945d264e147244";"The Game";"0NbfKEOTQCcwd6o7wSDOHI"
"141";"25";"CA5KR1843750";"Napoles Live";"23TYaYsOcMTUPn7bFE45kd";"rafa moros,Zamoras";"https://i.scdn.co/image/ab67616d0000b27324ad0e793fe724b815f41e90";"Zoo Lab";"Zoo Lab Compilation Vol. 1";"2019-01-14";"COMPILATION";"433548";"3";"0.021";"0.81";"0.909";"4";"-9.211";"0.0545";"0.956";"0.0719";"0.642";"123.999";"";"";"";"artist";"77";"0";"latin hip hop, reggaeton, trap latino, urbano latino";"https://i.scdn.co/image/ab6761610000e5ebb02bec146cac39466d3f8ee1";"Nicky Jam";"1SupJlEpv7RS2tPNRaHViT"
"141";"26";"QM24S2301692";"Deadbeat";"1yIJeX1DXT2vFPjzPtjvgk";"Juicy J,La Chat";"https://i.scdn.co/image/ab67616d0000b273c87b6990f2461b3b8049fb0c";"Trippy Music LLC";"Mental Trillness";"2023-03-31";"ALBUM";"178224";"39";"0.043";"0.97";"0.524";"5";"-8.434";"0.111";"0";"0.145";"0.442";"116.995";"";"";"";"artist";"1";"0";"";"https://i.scdn.co/image/ab6761610000e5ebd74bc4318529a8ec0d1ec5a1";"Arturo Gioia";"2qywiQ9e0riSq1jk2tQyxg"
"141";"27";"GBUHG1104603";"Parasztlany";"1rlsr4N46TNXanswa8rfMJ";"Snilloc";"https://i.scdn.co/image/ab67616d0000b273cb14a591fc222c4426919103";"Metroline Limited";"Hazy Shade EP";"2011-12-19";"SINGLE";"433546";"0";"0.0000747";"0.812";"0.87";"4";"-8.893";"0.0591";"0.929";"0.371";"0.962";"124.001";"";"";"";"artist";"59";"0";"gangster rap, hardcore hip hop, hip hop, nyc rap, pop rap, queens hip hop, rap, southern hip hop";"https://i.scdn.co/image/a668bc3f083377ca8889e9f8273c752e0342c4e0";"G-Unit";"6evKD5JWJON3qPBJtUEmtY"
"141";"28";"SE6SA2184921";"Late Night Rail";"37Lg8aCDE0Y4fpBgO6RYCQ";"Nate S.U,Elijah Something";"https://i.scdn.co/image/ab67616d0000b2731ac16f5c64593176187e3783";"Conspiracy";"Late Night Rail";"2021-08-04";"SINGLE";"408753";"3";"0.000148";"0.807";"0.95";"10";"-8.396";"0.0516";"0.861";"0.0871";"0.558";"127.986";"";"";"";"artist";"2";"0";"re:techno";"https://i.scdn.co/image/ab6761610000e5eba5e92c071e28442c02ef10d1";"Darkrow";"4b8Wbsr5JHqSzA4EDYLGBj"
"141";"29";"GBKQU2044044";"Provocation";"5mxjvGwXNgeCr161LzCvFo";"Nate S.U,Elijah Something";"https://i.scdn.co/image/ab67616d0000b273927aa24e418a5046dabb2e99";"Conspiracy";"Electrode";"2020-05-28";"SINGLE";"453651";"2";"0.000944";"0.796";"0.938";"7";"-8.855";"0.045";"0.853";"0.101";"0.588";"132.038";"";"";"";"artist";"15";"0";"italian tech house, tech house";"https://i.scdn.co/image/ab6761610000e5eb792c45def5f3f344203e9227";"Alessandro Diruggiero";"120uxktRzKDFRelHPX545F"
"141";"30";"CA5KR2007386";"Some Of These Hoes Jack";"5Z6NvoInXXWLuHH3gb8D04";"Master P";"https://i.scdn.co/image/ab67616d0000b2738959633556bb49b67301a558";"No Limit";"The Ghetto's Tryin To Kill Me";"1994-05-24";"ALBUM";"241106";"24";"0.00717";"0.863";"0.515";"8";"-9.209";"0.0507";"0.00214";"0.236";"0.345";"93.007";"";"";"";"artist";"8";"0";"uk house";"https://i.scdn.co/image/ab67616d0000b27381286f481360ab88bf17d6a0";"Eddie Richards";"5tHxPklMwMV5JZcSuOoNLM"
"141";"31";"QM24S2301690";"Drink To Escape";"4f6DGfmWPW5W9602nLDdtF";"Juicy J";"https://i.scdn.co/image/ab67616d0000b273c87b6990f2461b3b8049fb0c";"Trippy Music LLC";"Mental Trillness";"2023-03-31";"ALBUM";"148682";"39";"0.00101";"0.888";"0.835";"6";"-5.669";"0.266";"0";"0.107";"0.951";"160.004";"";"";"";"artist";"30";"0";"tech house, uk tech house";"https://i.scdn.co/image/ab6761610000e5eb87f08826a452eb9e39989543";"Ben Sterling";"79uJoLQkQ621xZy7MyH4uL"
"141";"32";"QZ5FA1751997";"Mistress";"4WSbFi3yvVmaS2JGYu0h7P";"Gunna";"https://i.scdn.co/image/ab67616d0000b273d00a36fea0639c48eb0ee312";"300 Entertainment";"Drip Season 3 (Deluxe)";"2018-02-02";"ALBUM";"171371";"47";"0.0276";"0.92";"0.664";"2";"-5.74";"0.271";"0";"0.106";"0.498";"148.039";"";"";"";"artist";"1";"0";"";"https://i.scdn.co/image/ab6761610000e5eb0174cccf9c72571ba3dcee6a";"Poor Pay Rich";"7FcQzcNxpDeYY4nmrePc7f"
"141";"33";"GBCPZ1104809";"Everybody";"53OGqpvANQ8xs5oxGAZbsG";"Prztz";"https://i.scdn.co/image/ab67616d0000b2730466f71c7e4b029222ce2ba6";"Classic Music Company";"Everybody";"2011-05-13";"SINGLE";"389468";"2";"0.0000995";"0.807";"0.852";"0";"-6.177";"0.0458";"0.924";"0.0749";"0.892";"128.999";"";"";"";"artist";"77";"0";"g funk, gangster rap, hip hop, rap, west coast rap";"https://i.scdn.co/image/ab6761610000e5eb7f5cc432c9c109248ebec1ac";"2Pac";"1ZwdS5xdxEREPySFridCfh"
